Transaction_ID,Date,Country,Product_Category,Unit_Price,Quantity_Ordered,Discount_Percent,Marketing_Spend,Customer_Rating,Store_Size_SqFt,Is_Holiday_Season,Sales_Amount
TXN-102215,2024-04-02 07:00:00,USA,Home & Kitchen,267.49,13,0.24,84.88,4.7,15000,0,3221.96
TXN-102216,2024-04-02 08:00:00,Canada,Electronics,679.42,8,0.13,141.68,4.1,10000,1,5367.05
TXN-102217,2024-04-02 09:00:00,USA,Books,295.38,14,0.23,911.45,4.1,25000,0,4371.43
TXN-102218,2024-04-02 10:00:00,Canada,Apparel,17.65,8,0.0,253.83,2.7,2500,0,483.44
TXN-102219,2024-04-02 11:00:00,USA,Health & Beauty,816.24,3,0.01,661.95,3.5,10000,0,3023.81
TXN-102220,2024-04-02 12:00:00,France,Automotive,509.42,1,0.05,651.69,3.8,10000,0,1130.19
TXN-102221,2024-04-02 13:00:00,UK,Electronics,699.3,4,0.06,2583.64,3.2,15000,0,4147.72
TXN-102222,2024-04-02 14:00:00,USA,Books,704.13,9,0.23,367.32,4.7,10000,0,5494.25
TXN-102223,2024-04-02 15:00:00,USA,Health & Beauty,70.45,9,0.21,719.39,4.6,2500,0,1207.08
TXN-102224,2024-04-02 16:00:00,USA,Automotive,157.67,1,0.18,74.99,3.7,5000,0,333.92
TXN-102225,2024-04-02 17:00:00,UK,Home & Kitchen,274.79,11,0.27,360.5,3.4,2500,0,2586.86
TXN-102226,2024-04-02 18:00:00,USA,Home & Kitchen,282.78,7,0.07,153.32,4.5,10000,0,2338.27
TXN-102227,2024-04-02 19:00:00,Germany,Apparel,565.09,6,0.27,968.08,3.0,10000,0,3145.73
TXN-102228,2024-04-02 20:00:00,USA,Automotive,535.32,14,0.27,966.0,2.7,10000,1,6396.5
TXN-102229,2024-04-02 21:00:00,USA,Home & Kitchen,427.98,7,0.13,184.83,2.6,15000,0,2961.91
TXN-102230,2024-04-02 22:00:00,France,Home & Kitchen,191.41,7,0.03,241.57,2.6,25000,0,2070.25
TXN-102231,2024-04-02 23:00:00,USA,Books,333.96,8,0.22,656.13,3.7,2500,0,2566.89
TXN-102232,2024-04-03 00:00:00,Japan,Apparel,468.9,8,0.1,720.21,3.1,10000,0,3981.62
TXN-102233,2024-04-03 01:00:00,Canada,Health & Beauty,405.77,10,0.24,585.93,4.2,5000,0,3801.67
TXN-102234,2024-04-03 02:00:00,Germany,Home & Kitchen,121.29,14,0.05,2906.1,4.1,15000,0,3261.24
TXN-102235,2024-04-03 03:00:00,Germany,Electronics,557.34,11,0.16,1065.07,3.9,25000,1,6657.4
TXN-102236,2024-04-03 04:00:00,Japan,Electronics,76.0,2,0.15,319.83,3.4,10000,0,453.8
TXN-102237,2024-04-03 05:00:00,USA,Health & Beauty,330.79,12,0.03,,4.6,2500,0,4177.33
TXN-102238,2024-04-03 06:00:00,USA,Automotive,607.87,12,0.11,504.22,4.3,5000,1,7126.57
TXN-102239,2024-04-03 07:00:00,USA,Apparel,31.72,12,0.03,900.88,3.2,15000,0,1153.02
TXN-102240,2024-04-03 08:00:00,France,Books,490.94,4,0.14,372.51,3.8,2500,0,2034.19
TXN-102241,2024-04-03 09:00:00,USA,Electronics,294.33,4,0.25,719.12,2.9,2500,0,1330.31
TXN-102242,2024-04-03 10:00:00,Germany,Electronics,22.37,13,0.08,59.67,3.3,15000,0,762.9
TXN-102243,2024-04-03 11:00:00,Australia,Health & Beauty,173.97,11,0.23,1350.77,5.0,2500,0,2426.59
TXN-102244,2024-04-03 12:00:00,Canada,Automotive,800.69,10,0.06,793.24,3.1,5000,0,8113.89
TXN-102245,2024-04-03 13:00:00,UK,Automotive,450.16,12,0.2,300.59,4.2,5000,0,4771.67
TXN-102246,2024-04-03 14:00:00,USA,Health & Beauty,847.68,13,0.27,292.26,3.1,2500,0,8490.38
TXN-102247,2024-04-03 15:00:00,Canada,Electronics,453.22,8,0.1,104.29,4.8,10000,1,3920.28
TXN-102248,2024-04-03 16:00:00,Germany,Apparel,469.19,14,0.27,896.83,3.3,2500,0,5469.51
TXN-102249,2024-04-03 17:00:00,USA,Electronics,342.19,13,0.15,781.87,3.4,10000,0,4688.09
TXN-102250,2024-04-03 18:00:00,USA,Automotive,273.88,13,0.1,547.46,4.0,2500,0,3825.88
TXN-102251,2024-04-03 19:00:00,Japan,Books,225.04,3,0.27,103.49,4.0,25000,0,1349.75
TXN-102252,2024-04-03 20:00:00,Germany,Electronics,301.76,12,0.01,202.14,3.9,5000,0,4009.62
TXN-102253,2024-04-03 21:00:00,Canada,Apparel,398.98,13,0.01,357.09,3.9,2500,1,5863.16
TXN-102254,2024-04-03 22:00:00,Canada,Home & Kitchen,175.31,13,0.18,204.6,3.3,5000,1,2420.67
TXN-102255,2024-04-03 23:00:00,Germany,Electronics,202.77,12,0.24,334.56,3.6,15000,0,2455.3
TXN-102256,2024-04-04 00:00:00,UK,Health & Beauty,241.74,3,0.23,178.06,4.0,25000,0,1302.74
TXN-102257,2024-04-04 01:00:00,UK,Home & Kitchen,390.13,13,0.02,265.08,4.2,10000,1,5675.47
TXN-102258,2024-04-04 02:00:00,USA,Health & Beauty,560.1,2,0.29,578.2,,15000,0,1506.76
TXN-102259,2024-04-04 03:00:00,UK,Health & Beauty,729.88,1,0.21,1164.49,4.3,25000,0,1752.15
TXN-102260,2024-04-04 04:00:00,France,Health & Beauty,254.76,8,0.28,293.09,4.8,15000,0,2120.29
TXN-102261,2024-04-04 05:00:00,Germany,Electronics,168.41,14,0.1,638.68,4.4,5000,0,2596.91
TXN-102262,2024-04-04 06:00:00,Japan,Automotive,331.34,9,0.21,122.39,2.7,25000,1,3239.73
TXN-102263,2024-04-04 07:00:00,UK,Home & Kitchen,761.81,9,0.26,439.15,3.7,15000,0,5843.02
TXN-102264,2024-04-04 08:00:00,Germany,Apparel,23.23,11,0.11,1323.63,3.6,10000,0,1200.65
TXN-102265,2024-04-04 09:00:00,Germany,Automotive,581.02,8,0.29,64.17,3.3,25000,0,4084.35
TXN-102266,2024-04-04 10:00:00,Germany,Electronics,413.43,5,0.08,205.69,3.7,25000,1,2862.39
TXN-102267,2024-04-04 11:00:00,France,Health & Beauty,149.47,1,0.09,121.07,3.6,15000,0,632.64
TXN-102268,2024-04-04 12:00:00,USA,Apparel,283.05,9,0.28,430.84,2.5,2500,0,2207.74
TXN-102269,2024-04-04 13:00:00,UK,Home & Kitchen,202.83,6,0.29,619.16,3.1,10000,0,1466.6
TXN-102270,2024-04-04 14:00:00,USA,Automotive,747.99,12,0.09,79.76,3.0,10000,0,8427.4
TXN-102271,2024-04-04 15:00:00,UK,Books,417.36,7,0.04,86.44,3.4,15000,0,3341.91
TXN-102272,2024-04-04 16:00:00,UK,Automotive,485.18,8,0.23,1068.69,2.9,5000,0,3621.27
TXN-102273,2024-04-04 17:00:00,Germany,Apparel,510.73,13,0.28,354.62,2.7,5000,0,5160.68
TXN-102274,2024-04-04 18:00:00,Australia,Electronics,549.08,5,0.18,360.83,3.0,2500,0,2428.16
TXN-102275,2024-04-04 19:00:00,Germany,Home & Kitchen,428.79,6,0.19,,4.6,2500,0,2962.42
TXN-102276,2024-04-04 20:00:00,France,Apparel,29.92,12,0.23,242.99,4.5,15000,0,878.21
TXN-102277,2024-04-04 21:00:00,UK,Health & Beauty,294.49,13,0.05,1186.63,3.6,5000,0,4477.84
TXN-102278,2024-04-04 22:00:00,Germany,Home & Kitchen,168.53,7,0.29,,4.7,10000,0,1996.15
TXN-102279,2024-04-04 23:00:00,USA,Automotive,582.92,7,0.11,188.33,3.1,5000,0,3884.55
TXN-102280,2024-04-05 00:00:00,USA,Apparel,62.35,2,0.19,410.81,4.0,15000,0,907.01
TXN-102281,2024-04-05 01:00:00,UK,Automotive,485.78,14,0.14,432.17,2.9,5000,0,6430.99
TXN-102282,2024-04-05 02:00:00,UK,Automotive,190.88,11,0.14,1055.59,,25000,0,3028.92
TXN-102283,2024-04-05 03:00:00,USA,Automotive,807.29,12,0.21,231.14,2.8,15000,0,8285.49
TXN-102284,2024-04-05 04:00:00,USA,Electronics,295.18,14,0.3,849.85,2.6,25000,0,3860.6
TXN-102285,2024-04-05 05:00:00,USA,Automotive,286.56,1,0.2,1820.36,3.2,15000,0,1544.68
TXN-102286,2024-04-05 06:00:00,Australia,Health & Beauty,786.03,8,0.24,967.34,4.8,10000,0,5678.61
TXN-102287,2024-04-05 07:00:00,USA,Health & Beauty,363.49,5,0.01,1249.22,2.8,15000,0,2712.1
TXN-102288,2024-04-05 08:00:00,UK,Home & Kitchen,818.99,10,0.24,666.11,3.3,15000,0,6988.29
TXN-102289,2024-04-05 09:00:00,USA,Books,35.18,2,0.09,1221.47,3.3,15000,0,1038.56
TXN-102290,2024-04-05 10:00:00,Germany,Automotive,270.8,3,0.04,140.07,4.5,15000,0,1374.86
TXN-102291,2024-04-05 11:00:00,USA,Automotive,571.27,6,0.03,673.03,3.6,2500,0,3796.85
TXN-102292,2024-04-05 12:00:00,USA,Apparel,758.87,10,0.2,708.16,4.0,25000,0,6953.24
TXN-102293,2024-04-05 13:00:00,UK,Electronics,229.1,6,0.3,339.18,3.5,15000,0,1573.73
TXN-102294,2024-04-05 14:00:00,USA,Books,791.95,8,0.2,91.55,3.9,15000,1,5901.63
TXN-102295,2024-04-05 15:00:00,USA,Home & Kitchen,511.09,5,0.08,537.02,2.7,2500,0,2830.63
TXN-102296,2024-04-05 16:00:00,USA,Books,683.84,5,0.06,76.64,3.4,5000,1,3609.44
TXN-102297,2024-04-05 17:00:00,USA,Automotive,346.67,7,0.16,290.96,4.6,2500,0,2440.95
TXN-102298,2024-04-05 18:00:00,USA,Apparel,192.17,10,0.02,300.17,4.2,2500,0,2312.43
TXN-102299,2024-04-05 19:00:00,USA,Electronics,775.88,13,0.12,3466.56,5.0,2500,1,10971.98
TXN-102300,2024-04-05 20:00:00,Canada,Home & Kitchen,794.17,14,0.2,,4.5,15000,1,9819.07
TXN-102301,2024-04-05 21:00:00,Germany,Books,430.48,5,0.29,908.66,3.6,2500,0,2036.26
TXN-102302,2024-04-05 22:00:00,UK,Home & Kitchen,20.42,9,0.13,77.32,4.2,2500,0,342.08
TXN-102303,2024-04-05 23:00:00,USA,Automotive,106.67,6,0.06,427.26,4.4,2500,1,1339.03
TXN-102304,2024-04-06 00:00:00,Japan,Home & Kitchen,493.48,7,0.25,434.68,3.2,15000,0,3202.51
TXN-102305,2024-04-06 01:00:00,UK,Apparel,34.85,12,0.22,545.44,2.7,10000,0,986.98
TXN-102306,2024-04-06 02:00:00,USA,Home & Kitchen,346.42,8,0.26,880.38,3.5,10000,0,2829.02
TXN-102307,2024-04-06 03:00:00,Germany,Health & Beauty,268.31,13,0.06,767.58,2.9,5000,0,3783.03
TXN-102308,2024-04-06 04:00:00,USA,Apparel,611.48,5,0.12,765.66,3.2,15000,0,3403.4
TXN-102309,2024-04-06 05:00:00,USA,Books,61.41,14,0.29,333.08,4.9,2500,0,880.66
TXN-102310,2024-04-06 06:00:00,UK,Electronics,423.09,11,0.05,700.01,4.6,2500,0,5048.29
TXN-102311,2024-04-06 07:00:00,Canada,Electronics,498.56,4,0.2,387.96,4.0,2500,1,2240.64
TXN-102312,2024-04-06 08:00:00,UK,Automotive,530.44,12,0.07,84.65,3.5,10000,1,6638.61
TXN-102313,2024-04-06 09:00:00,France,Automotive,353.31,8,0.15,1154.46,3.2,2500,0,3136.63
TXN-102314,2024-04-06 10:00:00,Australia,Health & Beauty,269.15,12,0.24,1154.38,3.9,2500,1,3458.78
TXN-102315,2024-04-06 11:00:00,USA,Books,584.88,10,0.15,244.95,3.8,10000,0,5517.94
TXN-102316,2024-04-06 12:00:00,USA,Electronics,722.72,9,0.24,1276.14,4.5,2500,0,5762.33
TXN-102317,2024-04-06 13:00:00,UK,Electronics,594.17,1,0.13,759.38,4.8,5000,1,1398.06
TXN-102318,2024-04-06 14:00:00,UK,Electronics,793.31,3,0.3,306.08,3.3,25000,0,2452.18
TXN-102319,2024-04-06 15:00:00,UK,Electronics,613.92,12,0.13,251.36,3.0,5000,0,6824.78
TXN-102320,2024-04-06 16:00:00,Japan,Home & Kitchen,653.46,4,0.04,1897.3,3.5,15000,0,3745.22
TXN-102321,2024-04-06 17:00:00,France,Books,155.2,13,0.12,673.49,3.6,5000,0,2414.54
TXN-102322,2024-04-06 18:00:00,Germany,Apparel,365.32,7,0.22,288.06,2.6,5000,0,2346.34
TXN-102323,2024-04-06 19:00:00,USA,Apparel,420.02,6,0.25,563.59,4.7,10000,0,2524.48
TXN-102324,2024-04-06 20:00:00,Canada,Health & Beauty,229.0,10,0.14,473.76,5.0,15000,0,2722.25
TXN-102325,2024-04-06 21:00:00,Australia,Home & Kitchen,456.33,10,0.18,421.74,4.8,5000,0,4341.8
TXN-102326,2024-04-06 22:00:00,Canada,Electronics,257.81,11,0.25,567.4,4.7,25000,0,3187.28
TXN-102327,2024-04-06 23:00:00,USA,Electronics,589.06,1,0.24,435.69,5.0,5000,0,1000.11
TXN-102328,2024-04-07 00:00:00,Germany,Automotive,407.69,4,0.2,581.8,4.8,2500,0,1882.5
TXN-102329,2024-04-07 01:00:00,USA,Automotive,398.1,6,0.24,1240.64,4.2,10000,0,2766.08
TXN-102330,2024-04-07 02:00:00,USA,Health & Beauty,836.34,3,0.17,2550.22,,2500,1,3613.8
TXN-102331,2024-04-07 03:00:00,USA,Electronics,342.69,2,0.0,667.71,2.9,15000,1,1701.94
TXN-102332,2024-04-07 04:00:00,Germany,Health & Beauty,317.52,2,0.01,1364.3,2.6,15000,0,1623.72
TXN-102333,2024-04-07 05:00:00,Germany,Home & Kitchen,281.03,10,0.29,1027.41,3.5,10000,1,2983.03
TXN-102334,2024-04-07 06:00:00,USA,Apparel,762.12,12,0.04,224.81,4.5,5000,0,9149.5
TXN-102335,2024-04-07 07:00:00,UK,Electronics,429.76,12,0.12,1400.85,3.7,15000,0,5503.78
TXN-102336,2024-04-07 08:00:00,UK,Books,516.01,4,0.28,86.72,3.4,25000,0,2079.05
TXN-102337,2024-04-07 09:00:00,UK,Home & Kitchen,165.98,13,0.06,250.18,2.8,10000,0,2629.19
TXN-102338,2024-04-07 10:00:00,USA,Electronics,466.69,1,0.25,560.75,2.6,2500,0,859.43
TXN-102339,2024-04-07 11:00:00,UK,Books,244.33,10,0.25,424.24,3.5,25000,0,2661.67
TXN-102340,2024-04-07 12:00:00,France,Automotive,625.08,2,0.3,440.89,2.7,10000,0,1436.78
TXN-102341,2024-04-07 13:00:00,USA,Health & Beauty,710.16,13,0.08,842.1,2.8,25000,0,9422.42
TXN-102342,2024-04-07 14:00:00,USA,,611.87,10,0.09,158.27,3.5,10000,0,6049.67
TXN-102343,2024-04-07 15:00:00,UK,Apparel,624.75,2,0.27,2060.79,3.8,2500,0,2081.39
TXN-102344,2024-04-07 16:00:00,Japan,Automotive,442.92,4,0.07,337.64,3.0,5000,0,1978.2
TXN-102345,2024-04-07 17:00:00,Germany,Electronics,609.62,4,0.16,1546.3,4.2,10000,0,3107.3
TXN-102346,2024-04-07 18:00:00,Germany,Books,367.94,1,0.21,291.54,3.5,15000,0,847.95
TXN-102347,2024-04-07 19:00:00,UK,Automotive,558.99,7,0.08,510.38,2.7,2500,0,4069.07
TXN-102348,2024-04-07 20:00:00,Germany,Electronics,231.3,7,0.28,349.2,4.1,2500,0,1550.88
TXN-102349,2024-04-07 21:00:00,USA,Apparel,73.25,10,0.2,613.41,3.4,25000,0,1388.78
TXN-102350,2024-04-07 22:00:00,Germany,Books,360.25,11,0.01,151.44,2.6,15000,0,4372.36
TXN-102351,2024-04-07 23:00:00,Japan,Automotive,400.58,10,0.04,305.94,4.9,25000,0,4641.15
TXN-102352,2024-04-08 00:00:00,Germany,,229.1,10,0.06,85.42,3.9,2500,0,2299.24
TXN-102353,2024-04-08 01:00:00,Canada,Health & Beauty,622.64,1,0.07,505.78,3.7,10000,1,1362.26
TXN-102354,2024-04-08 02:00:00,France,Books,76.41,11,0.22,1694.14,4.6,15000,0,1752.28
TXN-102355,2024-04-08 03:00:00,USA,Health & Beauty,200.99,8,0.03,73.5,4.8,2500,0,1784.29
TXN-102356,2024-04-08 04:00:00,Japan,Automotive,640.05,10,0.11,588.86,3.1,15000,0,6416.62
TXN-102357,2024-04-08 05:00:00,USA,Automotive,380.0,14,0.27,796.05,4.5,10000,0,4680.62
TXN-102358,2024-04-08 06:00:00,UK,Books,603.91,14,0.17,169.83,4.6,5000,0,7441.13
TXN-102359,2024-04-08 07:00:00,USA,Automotive,488.85,7,0.08,209.47,2.6,25000,0,3936.04
TXN-102360,2024-04-08 08:00:00,USA,Electronics,808.85,7,0.29,162.56,4.3,25000,0,4881.65
TXN-102361,2024-04-08 09:00:00,UK,Apparel,514.16,11,0.07,226.49,2.7,2500,0,5451.31
TXN-102362,2024-04-08 10:00:00,USA,Health & Beauty,27.42,6,0.27,108.31,4.0,2500,0,288.71
TXN-102363,2024-04-08 11:00:00,UK,Electronics,309.65,12,0.22,281.29,4.2,10000,0,3417.31
TXN-102364,2024-04-08 12:00:00,Germany,Books,134.46,4,0.22,280.17,3.4,2500,0,792.32
TXN-102365,2024-04-08 13:00:00,USA,Health & Beauty,787.07,11,0.23,,4.7,2500,0,7254.11
TXN-102366,2024-04-08 14:00:00,USA,Electronics,101.85,8,0.15,857.12,4.5,2500,0,1351.96
TXN-102367,2024-04-08 15:00:00,Germany,Automotive,338.74,2,0.24,846.59,4.8,15000,0,1557.65
TXN-102368,2024-04-08 16:00:00,USA,Books,203.79,7,0.25,468.55,3.3,15000,0,1622.35
TXN-102369,2024-04-08 17:00:00,France,,722.01,3,0.11,247.17,2.6,5000,0,2256.47
TXN-102370,2024-04-08 18:00:00,Germany,Health & Beauty,272.65,14,0.12,314.63,4.5,15000,0,4086.23
TXN-102371,2024-04-08 19:00:00,Canada,Automotive,843.23,3,0.27,241.17,3.1,25000,0,2578.88
TXN-102372,2024-04-08 20:00:00,Germany,Health & Beauty,47.24,14,0.16,486.05,3.7,5000,0,1073.79
TXN-102373,2024-04-08 21:00:00,UK,Home & Kitchen,122.11,7,0.26,1440.14,4.5,2500,0,1605.9
TXN-102374,2024-04-08 22:00:00,Germany,Electronics,202.57,12,0.19,217.38,3.0,25000,1,2927.67
TXN-102375,2024-04-08 23:00:00,USA,Home & Kitchen,692.27,3,0.18,357.03,3.3,5000,0,2027.25
TXN-102376,2024-04-09 00:00:00,USA,Electronics,748.56,5,0.01,582.27,3.6,5000,0,4221.33
TXN-102377,2024-04-09 01:00:00,France,Apparel,74.66,8,0.08,981.18,3.2,25000,0,1547.45
TXN-102378,2024-04-09 02:00:00,UK,Books,42.1,14,0.15,196.07,3.7,5000,0,811.69
TXN-102379,2024-04-09 03:00:00,France,Health & Beauty,636.7,13,0.18,214.45,2.5,25000,0,7531.58
TXN-102380,2024-04-09 04:00:00,Canada,Apparel,126.35,4,0.19,1132.13,3.0,5000,0,1168.32
TXN-102381,2024-04-09 05:00:00,Canada,Apparel,126.05,7,0.21,91.83,4.6,5000,0,1125.21
TXN-102382,2024-04-09 06:00:00,Japan,Books,33.68,7,0.2,515.0,3.5,5000,0,696.42
TXN-102383,2024-04-09 07:00:00,UK,Books,56.59,2,0.25,1034.69,4.1,25000,0,1172.62
TXN-102384,2024-04-09 08:00:00,USA,Electronics,235.17,14,0.09,1323.88,3.1,5000,0,3751.57
TXN-102385,2024-04-09 09:00:00,Germany,Home & Kitchen,69.28,8,0.19,56.38,4.1,15000,0,1009.03
TXN-102386,2024-04-09 10:00:00,UK,Automotive,323.01,10,0.02,280.75,5.0,15000,1,4086.05
TXN-102387,2024-04-09 11:00:00,Germany,Electronics,710.37,12,0.14,,4.0,15000,0,7885.07
TXN-102388,2024-04-09 12:00:00,France,Automotive,287.48,10,0.08,469.7,4.1,15000,0,3367.79
TXN-102389,2024-04-09 13:00:00,Germany,Apparel,622.74,14,0.11,551.01,2.8,15000,1,8626.95
TXN-102390,2024-04-09 14:00:00,UK,Automotive,93.41,9,0.11,4248.55,3.5,2500,0,2671.92
TXN-102391,2024-04-09 15:00:00,USA,Home & Kitchen,565.58,6,0.02,409.5,4.7,5000,0,3904.81
TXN-102392,2024-04-09 16:00:00,UK,Electronics,279.48,14,0.14,450.89,4.6,10000,0,4026.75
TXN-102393,2024-04-09 17:00:00,USA,Books,641.04,5,0.3,317.49,3.8,2500,0,2600.55
TXN-102394,2024-04-09 18:00:00,Japan,Home & Kitchen,128.77,1,0.09,129.89,4.8,25000,0,819.74
TXN-102395,2024-04-09 19:00:00,USA,Home & Kitchen,764.73,1,0.22,230.72,2.9,2500,0,863.73
TXN-102396,2024-04-09 20:00:00,USA,Electronics,217.55,9,0.16,191.84,4.1,10000,0,1977.13
TXN-102397,2024-04-09 21:00:00,USA,Books,309.87,14,0.1,857.78,3.1,2500,0,4489.02
TXN-102398,2024-04-09 22:00:00,Germany,Home & Kitchen,808.4,4,0.03,,4.1,5000,0,3466.3
TXN-102399,2024-04-09 23:00:00,Germany,Books,498.03,1,0.06,225.63,2.7,15000,0,999.71
TXN-102400,2024-04-10 00:00:00,USA,Health & Beauty,320.42,11,0.23,385.78,4.9,5000,0,3151.63
TXN-102401,2024-04-10 01:00:00,USA,Health & Beauty,807.92,10,0.08,173.5,4.5,2500,0,7751.63
TXN-102402,2024-04-10 02:00:00,UK,Health & Beauty,289.78,12,0.04,152.36,3.0,10000,0,3650.69
TXN-102403,2024-04-10 03:00:00,USA,Automotive,94.22,3,0.1,1032.85,4.1,25000,0,1524.33
TXN-102404,2024-04-10 04:00:00,Germany,Home & Kitchen,847.37,6,0.18,1498.49,4.4,5000,0,5170.22
TXN-102405,2024-04-10 05:00:00,Germany,Electronics,238.65,14,0.21,91.7,3.0,10000,1,3210.65
TXN-102406,2024-04-10 06:00:00,UK,Electronics,725.8,11,0.12,773.84,2.7,25000,0,7981.11
TXN-102407,2024-04-10 07:00:00,USA,Automotive,153.23,13,0.15,351.94,3.4,15000,1,2683.05
TXN-102408,2024-04-10 08:00:00,Australia,Electronics,625.68,13,0.14,296.31,2.8,5000,0,7278.46
TXN-102409,2024-04-10 09:00:00,UK,Health & Beauty,452.92,11,0.0,634.64,3.9,5000,0,5454.22
TXN-102410,2024-04-10 10:00:00,Germany,Home & Kitchen,834.06,8,0.12,204.8,3.6,15000,1,6583.53
TXN-102411,2024-04-10 11:00:00,USA,Electronics,476.61,13,0.18,60.4,3.7,15000,1,5769.84
TXN-102412,2024-04-10 12:00:00,UK,Electronics,35.89,10,0.17,170.4,3.9,2500,0,719.67
TXN-102413,2024-04-10 13:00:00,USA,Apparel,519.24,2,0.22,152.24,5.0,25000,0,1558.73
TXN-102414,2024-04-10 14:00:00,UK,Apparel,136.34,8,0.2,67.32,4.5,10000,0,1272.01
TXN-102415,2024-04-10 15:00:00,Australia,Apparel,681.78,14,0.08,243.8,4.1,15000,1,9641.67
TXN-102416,2024-04-10 16:00:00,UK,Home & Kitchen,730.23,13,0.08,371.72,3.4,2500,0,9101.33
TXN-102417,2024-04-10 17:00:00,USA,Health & Beauty,417.55,1,0.14,715.58,2.6,25000,1,1625.66
TXN-102418,2024-04-10 18:00:00,USA,Books,668.99,11,0.22,247.01,2.8,25000,0,6542.79
TXN-102419,2024-04-10 19:00:00,UK,Health & Beauty,136.17,2,0.03,158.17,4.3,5000,0,655.03
TXN-102420,2024-04-10 20:00:00,USA,Health & Beauty,425.89,8,0.28,181.08,3.4,2500,0,2719.23
TXN-102421,2024-04-10 21:00:00,USA,Home & Kitchen,343.94,7,0.16,1159.02,3.3,2500,1,3069.21
TXN-102422,2024-04-10 22:00:00,France,Home & Kitchen,525.45,5,0.09,164.53,4.7,5000,1,2963.36
TXN-102423,2024-04-10 23:00:00,UK,Apparel,52.14,13,0.21,1106.98,3.7,10000,0,1332.02
TXN-102424,2024-04-11 00:00:00,USA,Electronics,643.02,10,0.01,346.29,4.7,15000,0,7000.59
TXN-102425,2024-04-11 01:00:00,Japan,Automotive,81.07,2,0.15,,4.7,5000,0,1177.7
TXN-102426,2024-04-11 02:00:00,USA,Automotive,563.15,9,0.15,312.2,2.7,15000,0,4803.13
TXN-102427,2024-04-11 03:00:00,Australia,Books,30.41,5,0.05,147.81,4.9,2500,0,433.43
TXN-102428,2024-04-11 04:00:00,USA,Electronics,709.63,8,0.25,448.18,2.7,5000,0,4694.88
TXN-102429,2024-04-11 05:00:00,Japan,Books,160.87,13,0.24,493.01,4.9,10000,1,2477.22
TXN-102430,2024-04-11 06:00:00,Germany,Apparel,445.44,4,0.05,554.6,3.6,15000,0,2373.89
TXN-102431,2024-04-11 07:00:00,Canada,Books,233.35,14,0.11,315.09,4.4,15000,0,3584.69
TXN-102432,2024-04-11 08:00:00,Australia,Electronics,618.41,9,0.03,74.91,4.3,15000,0,5888.08
TXN-102433,2024-04-11 09:00:00,USA,Electronics,283.33,10,0.25,542.71,3.8,2500,0,2674.68
TXN-102434,2024-04-11 10:00:00,Australia,Automotive,620.05,7,0.1,1401.76,4.0,15000,1,5286.1
TXN-102435,2024-04-11 11:00:00,UK,Apparel,252.87,2,0.13,1629.82,4.9,25000,1,2225.23
TXN-102436,2024-04-11 12:00:00,UK,Home & Kitchen,643.32,3,0.1,504.27,4.8,15000,0,2416.63
TXN-102437,2024-04-11 13:00:00,USA,Books,40.56,14,0.09,60.04,4.1,2500,0,766.39
TXN-102438,2024-04-11 14:00:00,UK,Automotive,251.56,2,0.22,106.05,4.1,5000,0,572.87
TXN-102439,2024-04-11 15:00:00,USA,Books,431.36,5,0.22,947.86,3.1,15000,0,2655.31
TXN-102440,2024-04-11 16:00:00,Germany,Books,52.62,2,0.16,935.23,4.6,15000,0,1199.77
TXN-102441,2024-04-11 17:00:00,UK,Home & Kitchen,170.34,5,0.2,1509.53,4.1,5000,0,1622.1
TXN-102442,2024-04-11 18:00:00,France,Apparel,795.34,13,0.15,464.8,4.6,25000,1,9984.49
TXN-102443,2024-04-11 19:00:00,Canada,Electronics,830.66,9,0.01,1046.88,4.1,2500,0,8115.84
TXN-102444,2024-04-11 20:00:00,UK,Health & Beauty,632.69,2,0.02,921.16,3.2,5000,1,2045.23
TXN-102445,2024-04-11 21:00:00,USA,Books,225.59,9,0.12,495.09,3.0,2500,0,2294.26
TXN-102446,2024-04-11 22:00:00,USA,Health & Beauty,232.53,7,0.22,815.4,2.7,5000,1,2086.08
TXN-102447,2024-04-11 23:00:00,USA,Apparel,554.23,7,0.27,117.17,4.0,10000,0,3100.98
TXN-102448,2024-04-12 00:00:00,USA,Health & Beauty,113.2,14,0.01,559.72,3.2,25000,0,2407.56
TXN-102449,2024-04-12 01:00:00,USA,Books,806.84,5,0.11,,,10000,0,4576.02
TXN-102450,2024-04-12 02:00:00,USA,Home & Kitchen,202.72,8,0.07,138.34,2.6,5000,1,2047.27
TXN-102451,2024-04-12 03:00:00,Australia,Health & Beauty,849.7,7,0.24,731.37,3.4,5000,0,5111.82
TXN-102452,2024-04-12 04:00:00,Germany,Apparel,428.94,6,0.25,243.41,3.2,2500,0,2328.66
TXN-102453,2024-04-12 05:00:00,USA,Apparel,659.14,2,0.06,899.42,3.4,5000,1,2293.31
TXN-102454,2024-04-12 06:00:00,Germany,Home & Kitchen,16.82,6,0.21,647.36,2.6,2500,0,690.95
TXN-102455,2024-04-12 07:00:00,USA,Health & Beauty,757.1,14,0.22,1353.02,4.3,2500,0,9037.86
TXN-102456,2024-04-12 08:00:00,UK,Health & Beauty,240.45,2,0.05,672.29,2.8,5000,0,1034.93
TXN-102457,2024-04-12 09:00:00,Germany,Electronics,572.73,1,0.13,314.08,2.5,2500,0,865.86
TXN-102458,2024-04-12 10:00:00,UK,Automotive,688.31,9,0.19,55.48,4.9,25000,0,5721.37
